0.3535 	WARNING 	Movie2 stim could not be imported and won't be available
5.7410 	EXP 	Created blank = ImageStim(autoLog=True, color=array([ 1.,  1.,  1.]), colorSpace='rgb', contrast=1.0, depth=-2.0, flipHoriz=False, flipVert=False, image='Instructions/blank.png', interpolate=True, mask=None, maskParams=None, name='blank', opacity=1.0, ori=0.0, pos=array([ 0.,  0.]), size=array([1920, 1080]), texRes=128, units='pix', win=Window(...))
5.7431 	EXP 	Created break_image = ImageStim(autoLog=True, color=array([ 1.,  1.,  1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='break_image', opacity=1.0, ori=0.0, pos=array([ 0.,  0.]), size=array([ 0.5,  0.5]), texRes=128, units='pix', win=Window(...))
5.8783 	EXP 	Created End_Screen = ImageStim(autoLog=True, color=array([ 1.,  1.,  1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, image='Instructions/finished.png', interpolate=True, mask=None, maskParams=None, name='End_Screen', opacity=1.0, ori=0.0, pos=array([ 0.,  0.]), size=array([1920, 1080]), texRes=128, units='pix', win=Window(...))
7.0570 	EXP 	Created unnamed Circle = Circle(autoDraw=False, autoLog=True, closeShape=True, contrast=1.0, depth=0, fillColor=array([ 1.,  1.,  1.]), fillColorSpace='rgb', fillRGB=array([ 1.,  1.,  1.]), interpolate=True, lineColor=array([ 1.,  1.,  1.]), lineColorSpace='rgb', lineRGB=array([ 1.,  1.,  1.]), lineWidth=1.5, name='unnamed Circle', opacity=1.0, ori=array(0.0), pos=array([ 0.,  0.]), size=array([ 1.,  1.]), units='pix', vertices=ndarray(...), win=Window(...))
7.0606 	EXP 	Created unnamed Circle = Circle(autoDraw=False, autoLog=True, closeShape=True, contrast=1.0, depth=0, fillColor=array([-1., -1., -1.]), fillColorSpace='rgb', fillRGB=array([-1., -1., -1.]), interpolate=True, lineColor=array([-1., -1., -1.]), lineColorSpace='rgb', lineRGB=array([-1., -1., -1.]), lineWidth=1.5, name='unnamed Circle', opacity=1.0, ori=array(0.0), pos=array([ 0.,  0.]), size=array([ 1.,  1.]), units='pix', vertices=ndarray(...), win=Window(...))
7.6959 	EXP 	Created menu_screen = ImageStim(autoLog=True, color=array([ 1.,  1.,  1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, image='Instructions/menu.png', interpolate=True, mask=None, maskParams=None, name='menu_screen', opacity=1.0, ori=0.0, pos=array([ 0.,  0.]), size=array([1920, 1080]), texRes=128, units='pix', win=Window(...))
12.0881 	DATA 	Keypress: c
12.2207 	EXP 	Created menu_screen = ImageStim(autoLog=True, color=array([ 1.,  1.,  1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, image='Instructions/menu.png', interpolate=True, mask=None, maskParams=None, name='menu_screen', opacity=1.0, ori=0.0, pos=array([ 0.,  0.]), size=array([1920, 1080]), texRes=128, units='pix', win=Window(...))
12.3163 	EXP 	unnamed Circle: pos = (0, 0)
12.3163 	EXP 	unnamed Circle: pos = (0, 0)
12.5521 	DATA 	Keypress: return
12.8240 	DATA 	Keypress: return
13.1600 	DATA 	Keypress: return
13.6720 	DATA 	Keypress: return
15.4480 	DATA 	Keypress: return
15.5245 	EXP 	unnamed Circle: pos = (-845, 449)
15.5245 	EXP 	unnamed Circle: pos = (-845, 449)
15.9280 	DATA 	Keypress: return
16.2800 	DATA 	Keypress: return
16.7119 	DATA 	Keypress: return
17.7679 	DATA 	Keypress: return
18.2319 	DATA 	Keypress: return
18.5199 	DATA 	Keypress: return
18.7439 	DATA 	Keypress: escape
18.7577 	EXP 	unnamed Circle: pos = (0, 0)
18.7577 	EXP 	unnamed Circle: pos = (0, 0)
19.6079 	DATA 	Keypress: return
19.6326 	EXP 	unnamed Circle: pos = (844, 0)
19.6326 	EXP 	unnamed Circle: pos = (844, 0)
20.1199 	DATA 	Keypress: return
20.5519 	DATA 	Keypress: return
20.5993 	EXP 	unnamed Circle: pos = (-423, 225)
20.5993 	EXP 	unnamed Circle: pos = (-423, 225)
21.0798 	DATA 	Keypress: return
21.5278 	DATA 	Keypress: return
21.5659 	EXP 	unnamed Circle: pos = (-845, 0)
21.5659 	EXP 	unnamed Circle: pos = (-845, 0)
21.9438 	DATA 	Keypress: return
22.3758 	DATA 	Keypress: return
22.4242 	EXP 	unnamed Circle: pos = (844, 449)
22.4242 	EXP 	unnamed Circle: pos = (844, 449)
22.8078 	DATA 	Keypress: return
23.2078 	DATA 	Keypress: return
23.2408 	EXP 	unnamed Circle: pos = (422, 225)
23.2408 	EXP 	unnamed Circle: pos = (422, 225)
23.6077 	DATA 	Keypress: return
24.0237 	DATA 	Keypress: return
24.0658 	EXP 	unnamed Circle: pos = (0, 449)
24.0658 	EXP 	unnamed Circle: pos = (0, 449)
24.4558 	DATA 	Keypress: return
24.8076 	DATA 	Keypress: return
24.8574 	EXP 	unnamed Circle: pos = (0, -448)
24.8574 	EXP 	unnamed Circle: pos = (0, -448)
25.2078 	DATA 	Keypress: return
25.6237 	DATA 	Keypress: return
25.6574 	EXP 	unnamed Circle: pos = (-845, 449)
25.6574 	EXP 	unnamed Circle: pos = (-845, 449)
26.0077 	DATA 	Keypress: return
26.3437 	DATA 	Keypress: return
26.7276 	DATA 	Keypress: return
26.7740 	EXP 	unnamed Circle: pos = (-423, -224)
26.7740 	EXP 	unnamed Circle: pos = (-423, -224)
27.1277 	DATA 	Keypress: return
27.5597 	DATA 	Keypress: return
27.5989 	EXP 	unnamed Circle: pos = (-845, -448)
27.5989 	EXP 	unnamed Circle: pos = (-845, -448)
27.9917 	DATA 	Keypress: return
28.4237 	DATA 	Keypress: return
28.4656 	EXP 	unnamed Circle: pos = (422, -224)
28.4656 	EXP 	unnamed Circle: pos = (422, -224)
28.7917 	DATA 	Keypress: return
29.2877 	DATA 	Keypress: return
29.3322 	EXP 	unnamed Circle: pos = (844, -448)
29.3322 	EXP 	unnamed Circle: pos = (844, -448)
29.6716 	DATA 	Keypress: return
30.1196 	DATA 	Keypress: return
30.1571 	EXP 	unnamed Circle: pos = (0, 0)
30.1571 	EXP 	unnamed Circle: pos = (0, 0)
30.5356 	DATA 	Keypress: return
31.0156 	DATA 	Keypress: return
31.5916 	DATA 	Keypress: return
31.8411 	EXP 	Created menu_screen = ImageStim(autoLog=True, color=array([ 1.,  1.,  1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, image='Instructions/menu.png', interpolate=True, mask=None, maskParams=None, name='menu_screen', opacity=1.0, ori=0.0, pos=array([ 0.,  0.]), size=array([1920, 1080]), texRes=128, units='pix', win=Window(...))
33.0476 	DATA 	Keypress: o
33.1807 	EXP 	Created menu_screen = ImageStim(autoLog=True, color=array([ 1.,  1.,  1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, image='Instructions/menu.png', interpolate=True, mask=None, maskParams=None, name='menu_screen', opacity=1.0, ori=0.0, pos=array([ 0.,  0.]), size=array([1920, 1080]), texRes=128, units='pix', win=Window(...))
33.1918 	EXP 	Imported procedure\Introduction_list.csv as conditions, 1 conditions, 1 params
33.1920 	EXP 	Created sequence: sequential, trialTypes=1, nReps=1, seed=None
33.2961 	DEBUG 	Using C:/Users/sr38553/Desktop/new task/task/6.7.02.py as origin file
33.2967 	EXP 	New trial (rep=0, index=0): {'Introduction_image': 'inst_1'}
33.4403 	EXP 	task_instr_image: size = array([1920, 1080])
33.4403 	EXP 	task_instr_image: image = 'Instructions/inst_1.png'
33.4403 	EXP 	task_instr_image: autoDraw = True
33.7403 	DATA 	Keypress: return
33.7422 	EXP 	Imported procedure\#set_list.csv as conditions, 3 conditions, 5 params
33.7425 	EXP 	Created sequence: sequential, trialTypes=3, nReps=1, seed=None
33.7432 	DEBUG 	Using C:/Users/sr38553/Desktop/new task/task/6.7.02.py as origin file
33.7438 	EXP 	New trial (rep=0, index=0): {'block_event': 'comp_1', 'order': 0, 'block_display': 'inst_2', 'block_file': 'procedure\\0.csv', 'break_display': 'break'}
33.8899 	EXP 	task_instr_image: autoDraw = False
33.8899 	EXP 	Block_image: size = array([1920, 1080])
33.8899 	EXP 	Block_image: image = 'Instructions/inst_2.png'
33.8899 	EXP 	Block_image: autoDraw = True
34.2156 	DATA 	Keypress: return
34.3069 	EXP 	Block_image: autoDraw = False
34.3069 	EXP 	composite_display: size = array([1024,  768])
34.3069 	EXP 	composite_display: image = 'instructions/comp_1.png'
34.3069 	EXP 	composite_display: autoDraw = True
39.2263 	EXP 	Imported procedure\0.csv as conditions, 4 conditions, 7 params
39.2265 	EXP 	Created sequence: random, trialTypes=4, nReps=1, seed=None
39.2273 	DEBUG 	Using C:/Users/sr38553/Desktop/new task/task/6.7.02.py as origin file
39.2280 	EXP 	New trial (rep=0, index=0): {'valmean': 6.8799999999999999, 'valence': 'Positive', 'scenestim': '2655.bmp', 'arousal': 'High', 'outliers': 0, 'blocknum': 0, 'arousalmean': 4.5700000000000003}
39.3899 	EXP 	composite_display: autoDraw = False
39.3899 	EXP 	composite_display: autoDraw = False
39.3899 	EXP 	fixation_cross: autoDraw = True
41.5065 	EXP 	fixation_cross: autoDraw = False
41.5065 	EXP 	iaps_display: size = array([826, 768])
41.5065 	EXP 	iaps_display: image = 'stimulus/2655.bmp'
41.5065 	EXP 	iaps_display: autoDraw = True
43.2982 	EXP 	iaps_cue: size = array([826, 768])
43.2982 	EXP 	iaps_cue: image = 'red.png'
43.2982 	EXP 	iaps_cue: autoDraw = True
51.7810 	EXP 	iaps_cue: size = array([826, 768])
51.7810 	EXP 	iaps_cue: image = 'blue.png'
51.7810 	EXP 	iaps_cue: autoDraw = True
52.2727 	EXP 	iaps_cue: size = array([826, 768])
52.2727 	EXP 	iaps_cue: image = 'red.png'
52.2727 	EXP 	iaps_cue: autoDraw = True
52.7811 	EXP 	iaps_cue: size = array([826, 768])
52.7811 	EXP 	iaps_cue: image = 'green.png'
52.7811 	EXP 	iaps_cue: autoDraw = True
53.0311 	EXP 	iaps_cue: size = array([826, 768])
53.0311 	EXP 	iaps_cue: image = 'blue.png'
53.0311 	EXP 	iaps_cue: autoDraw = True
53.2812 	EXP 	iaps_cue: size = array([826, 768])
53.2812 	EXP 	iaps_cue: image = 'green.png'
53.2812 	EXP 	iaps_cue: autoDraw = True
53.5311 	EXP 	iaps_cue: size = array([826, 768])
53.5311 	EXP 	iaps_cue: image = 'red.png'
53.5311 	EXP 	iaps_cue: autoDraw = True
54.0311 	EXP 	iaps_cue: size = array([826, 768])
54.0311 	EXP 	iaps_cue: image = 'green.png'
54.0311 	EXP 	iaps_cue: autoDraw = True
54.5311 	EXP 	iaps_cue: size = array([826, 768])
54.5311 	EXP 	iaps_cue: image = 'red.png'
54.5311 	EXP 	iaps_cue: autoDraw = True
61.2809 	EXP 	iaps_display: autoDraw = False
61.2809 	EXP 	iaps_cue: autoDraw = False
61.2809 	EXP 	blank: autoDraw = True
64.1333 	EXP 	New trial (rep=0, index=1): {'valmean': 6.71, 'valence': 'Positive', 'scenestim': '2030.bmp', 'arousal': 'High', 'outliers': 0, 'blocknum': 0, 'arousalmean': 4.54}
64.2969 	EXP 	iaps_display: autoDraw = False
64.2969 	EXP 	iaps_cue: autoDraw = False
64.2969 	EXP 	blank: autoDraw = False
64.2969 	EXP 	fixation_cross: autoDraw = True
66.4052 	EXP 	fixation_cross: autoDraw = False
66.4052 	EXP 	iaps_display: size = array([1024,  768])
66.4052 	EXP 	iaps_display: image = 'stimulus/2030.bmp'
66.4052 	EXP 	iaps_display: autoDraw = True
68.2137 	EXP 	iaps_cue: size = array([1024,  768])
68.2137 	EXP 	iaps_cue: image = 'blue.png'
68.2137 	EXP 	iaps_cue: autoDraw = True
75.1801 	EXP 	iaps_cue: size = array([1024,  768])
75.1801 	EXP 	iaps_cue: image = 'green.png'
75.1801 	EXP 	iaps_cue: autoDraw = True
75.9300 	EXP 	iaps_cue: size = array([1024,  768])
75.9300 	EXP 	iaps_cue: image = 'blue.png'
75.9300 	EXP 	iaps_cue: autoDraw = True
77.9383 	EXP 	iaps_cue: size = array([1024,  768])
77.9383 	EXP 	iaps_cue: image = 'green.png'
77.9383 	EXP 	iaps_cue: autoDraw = True
78.1882 	EXP 	iaps_cue: size = array([1024,  768])
78.1882 	EXP 	iaps_cue: image = 'red.png'
78.1882 	EXP 	iaps_cue: autoDraw = True
78.4382 	EXP 	iaps_cue: size = array([1024,  768])
78.4382 	EXP 	iaps_cue: image = 'green.png'
78.4382 	EXP 	iaps_cue: autoDraw = True
78.6882 	EXP 	iaps_cue: size = array([1024,  768])
78.6882 	EXP 	iaps_cue: image = 'blue.png'
78.6882 	EXP 	iaps_cue: autoDraw = True
79.9382 	EXP 	iaps_cue: size = array([1024,  768])
79.9382 	EXP 	iaps_cue: image = 'green.png'
79.9382 	EXP 	iaps_cue: autoDraw = True
80.4381 	EXP 	iaps_cue: size = array([1024,  768])
80.4381 	EXP 	iaps_cue: image = 'blue.png'
80.4381 	EXP 	iaps_cue: autoDraw = True
81.1881 	EXP 	iaps_cue: size = array([1024,  768])
81.1881 	EXP 	iaps_cue: image = 'green.png'
81.1881 	EXP 	iaps_cue: autoDraw = True
81.4381 	EXP 	iaps_cue: size = array([1024,  768])
81.4381 	EXP 	iaps_cue: image = 'red.png'
81.4381 	EXP 	iaps_cue: autoDraw = True
81.9381 	EXP 	iaps_cue: size = array([1024,  768])
81.9381 	EXP 	iaps_cue: image = 'green.png'
81.9381 	EXP 	iaps_cue: autoDraw = True
82.4464 	EXP 	iaps_cue: size = array([1024,  768])
82.4464 	EXP 	iaps_cue: image = 'red.png'
82.4464 	EXP 	iaps_cue: autoDraw = True
82.6963 	EXP 	iaps_cue: size = array([1024,  768])
82.6963 	EXP 	iaps_cue: image = 'green.png'
82.6963 	EXP 	iaps_cue: autoDraw = True
82.9464 	EXP 	iaps_cue: size = array([1024,  768])
82.9464 	EXP 	iaps_cue: image = 'red.png'
82.9464 	EXP 	iaps_cue: autoDraw = True
83.6964 	EXP 	iaps_cue: size = array([1024,  768])
83.6964 	EXP 	iaps_cue: image = 'green.png'
83.6964 	EXP 	iaps_cue: autoDraw = True
83.9463 	EXP 	iaps_cue: size = array([1024,  768])
83.9463 	EXP 	iaps_cue: image = 'red.png'
83.9463 	EXP 	iaps_cue: autoDraw = True
84.4463 	EXP 	iaps_cue: size = array([1024,  768])
84.4463 	EXP 	iaps_cue: image = 'green.png'
84.4463 	EXP 	iaps_cue: autoDraw = True
84.6962 	EXP 	iaps_cue: size = array([1024,  768])
84.6962 	EXP 	iaps_cue: image = 'red.png'
84.6962 	EXP 	iaps_cue: autoDraw = True
84.9463 	EXP 	iaps_cue: size = array([1024,  768])
84.9463 	EXP 	iaps_cue: image = 'green.png'
84.9463 	EXP 	iaps_cue: autoDraw = True
85.4462 	EXP 	iaps_cue: size = array([1024,  768])
85.4462 	EXP 	iaps_cue: image = 'blue.png'
85.4462 	EXP 	iaps_cue: autoDraw = True
85.6962 	EXP 	iaps_cue: size = array([1024,  768])
85.6962 	EXP 	iaps_cue: image = 'green.png'
85.6962 	EXP 	iaps_cue: autoDraw = True
85.9462 	EXP 	iaps_cue: size = array([1024,  768])
85.9462 	EXP 	iaps_cue: image = 'red.png'
85.9462 	EXP 	iaps_cue: autoDraw = True
86.2046 	EXP 	iaps_display: autoDraw = False
86.2046 	EXP 	iaps_cue: autoDraw = False
86.2046 	EXP 	blank: autoDraw = True
89.0293 	EXP 	New trial (rep=0, index=2): {'valmean': 3.3399999999999999, 'valence': 'Negative', 'scenestim': '2120.bmp', 'arousal': 'High', 'outliers': 0, 'blocknum': 0, 'arousalmean': 5.1799999999999997}
89.1875 	EXP 	iaps_display: autoDraw = False
89.1875 	EXP 	iaps_cue: autoDraw = False
89.1875 	EXP 	blank: autoDraw = False
89.1875 	EXP 	fixation_cross: autoDraw = True
91.3040 	EXP 	fixation_cross: autoDraw = False
91.3040 	EXP 	iaps_display: size = array([1024,  768])
91.3040 	EXP 	iaps_display: image = 'stimulus/2120.bmp'
91.3040 	EXP 	iaps_display: autoDraw = True
93.0709 	EXP 	iaps_cue: size = array([1024,  768])
93.0709 	EXP 	iaps_cue: image = 'blue.png'
93.0709 	EXP 	iaps_cue: autoDraw = True
94.5708 	EXP 	iaps_cue: size = array([1024,  768])
94.5708 	EXP 	iaps_cue: image = 'green.png'
94.5708 	EXP 	iaps_cue: autoDraw = True
95.3208 	EXP 	iaps_cue: size = array([1024,  768])
95.3208 	EXP 	iaps_cue: image = 'blue.png'
95.3208 	EXP 	iaps_cue: autoDraw = True
96.0708 	EXP 	iaps_cue: size = array([1024,  768])
96.0708 	EXP 	iaps_cue: image = 'green.png'
96.0708 	EXP 	iaps_cue: autoDraw = True
96.5707 	EXP 	iaps_cue: size = array([1024,  768])
96.5707 	EXP 	iaps_cue: image = 'blue.png'
96.5707 	EXP 	iaps_cue: autoDraw = True
97.3291 	EXP 	iaps_cue: size = array([1024,  768])
97.3291 	EXP 	iaps_cue: image = 'green.png'
97.3291 	EXP 	iaps_cue: autoDraw = True
97.8290 	EXP 	iaps_cue: size = array([1024,  768])
97.8290 	EXP 	iaps_cue: image = 'red.png'
97.8290 	EXP 	iaps_cue: autoDraw = True
98.0790 	EXP 	iaps_cue: size = array([1024,  768])
98.0790 	EXP 	iaps_cue: image = 'green.png'
98.0790 	EXP 	iaps_cue: autoDraw = True
99.0791 	EXP 	iaps_cue: size = array([1024,  768])
99.0791 	EXP 	iaps_cue: image = 'red.png'
99.0791 	EXP 	iaps_cue: autoDraw = True
111.0865 	EXP 	iaps_display: autoDraw = False
111.0865 	EXP 	iaps_cue: autoDraw = False
111.0865 	EXP 	blank: autoDraw = True
113.9403 	EXP 	New trial (rep=0, index=3): {'valmean': 1.95, 'valence': 'Negative', 'scenestim': '2205.bmp', 'arousal': 'High', 'outliers': 0, 'blocknum': 0, 'arousalmean': 4.5300000000000002}
114.1030 	EXP 	iaps_display: autoDraw = False
114.1030 	EXP 	iaps_cue: autoDraw = False
114.1030 	EXP 	blank: autoDraw = False
114.1030 	EXP 	fixation_cross: autoDraw = True
116.2113 	EXP 	fixation_cross: autoDraw = False
116.2113 	EXP 	iaps_display: size = array([1024,  768])
116.2113 	EXP 	iaps_display: image = 'stimulus/2205.bmp'
116.2113 	EXP 	iaps_display: autoDraw = True
117.9781 	EXP 	iaps_cue: size = array([1024,  768])
117.9781 	EXP 	iaps_cue: image = 'green.png'
117.9781 	EXP 	iaps_cue: autoDraw = True
119.7364 	EXP 	iaps_cue: size = array([1024,  768])
119.7364 	EXP 	iaps_cue: image = 'blue.png'
119.7364 	EXP 	iaps_cue: autoDraw = True
121.4862 	EXP 	iaps_cue: size = array([1024,  768])
121.4862 	EXP 	iaps_cue: image = 'green.png'
121.4862 	EXP 	iaps_cue: autoDraw = True
122.2362 	EXP 	iaps_cue: size = array([1024,  768])
122.2362 	EXP 	iaps_cue: image = 'blue.png'
122.2362 	EXP 	iaps_cue: autoDraw = True
129.4942 	EXP 	iaps_cue: size = array([1024,  768])
129.4942 	EXP 	iaps_cue: image = 'green.png'
129.4942 	EXP 	iaps_cue: autoDraw = True
129.9943 	EXP 	iaps_cue: size = array([1024,  768])
129.9943 	EXP 	iaps_cue: image = 'blue.png'
129.9943 	EXP 	iaps_cue: autoDraw = True
132.7524 	EXP 	iaps_cue: size = array([1024,  768])
132.7524 	EXP 	iaps_cue: image = 'green.png'
132.7524 	EXP 	iaps_cue: autoDraw = True
133.0024 	EXP 	iaps_cue: size = array([1024,  768])
133.0024 	EXP 	iaps_cue: image = 'blue.png'
133.0024 	EXP 	iaps_cue: autoDraw = True
136.0023 	EXP 	iaps_cue: size = array([1024,  768])
136.0023 	EXP 	iaps_cue: image = 'green.png'
136.0023 	EXP 	iaps_cue: autoDraw = True
136.0106 	EXP 	iaps_display: autoDraw = False
136.0106 	EXP 	iaps_cue: autoDraw = False
136.0106 	EXP 	blank: autoDraw = True
138.8473 	EXP 	Created sequence: random, trialTypes=1, nReps=1, seed=None
138.8481 	DEBUG 	Using C:/Users/sr38553/Desktop/new task/task/6.7.02.py as origin file
138.8486 	EXP 	New trial (rep=0, index=0): None
138.9853 	EXP 	iaps_display: autoDraw = False
138.9853 	EXP 	iaps_cue: autoDraw = False
138.9853 	EXP 	blank: autoDraw = False
138.9853 	EXP 	break_image: size = array([1920, 1080])
138.9853 	EXP 	break_image: image = 'Instructions/break.png'
138.9853 	EXP 	break_image: autoDraw = True
140.2686 	DATA 	Keypress: space
140.2692 	EXP 	New trial (rep=0, index=1): {'block_event': 'comp_2', 'order': 1, 'block_display': 'cont_inst', 'block_file': 'procedure\\1.csv', 'break_display': 'break'}
140.3102 	EXP 	break_image: autoDraw = False
140.3102 	EXP 	Block_image: size = array([1920, 1080])
140.3102 	EXP 	Block_image: image = 'Instructions/cont_inst.png'
140.3102 	EXP 	Block_image: autoDraw = True
140.6353 	DATA 	Keypress: space
140.6768 	EXP 	Block_image: autoDraw = False
140.6768 	EXP 	composite_display: size = array([1024,  768])
140.6768 	EXP 	composite_display: image = 'instructions/comp_2.png'
140.6768 	EXP 	composite_display: autoDraw = True
145.6359 	DATA 	Keypress: escape
145.6360 	DATA 	Keypress: lwindows
