0.3480 	WARNING 	Movie2 stim could not be imported and won't be available
6.6383 	EXP 	Created fixation_cross = ImageStim(autoLog=True, color=array([ 1.,  1.,  1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, image='Instructions/fixation.png', interpolate=True, mask=None, maskParams=None, name='fixation_cross', opacity=1.0, ori=0.0, pos=array([ 0.,  0.]), size=array([1920, 1080]), texRes=128, units='pix', win=Window(...))
6.6409 	EXP 	Created iaps_cue = ImageStim(autoLog=True, color=array([ 1.,  1.,  1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='iaps_cue', opacity=0.25, ori=0.0, pos=array([ 0.,  0.]), size=array([ 0.5,  0.5]), texRes=128, units='pix', win=Window(...))
6.6431 	EXP 	Created iaps_display = ImageStim(autoLog=True, color=array([ 1.,  1.,  1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='iaps_display', opacity=1.0, ori=0.0, pos=array([ 0.,  0.]), size=array([ 0.5,  0.5]), texRes=128, units='pix', win=Window(...))
6.7933 	EXP 	Created blank = ImageStim(autoLog=True, color=array([ 1.,  1.,  1.]), colorSpace='rgb', contrast=1.0, depth=-2.0, flipHoriz=False, flipVert=False, image='Instructions/blank.png', interpolate=True, mask=None, maskParams=None, name='blank', opacity=1.0, ori=0.0, pos=array([ 0.,  0.]), size=array([1920, 1080]), texRes=128, units='pix', win=Window(...))
6.7954 	EXP 	Created break_image = ImageStim(autoLog=True, color=array([ 1.,  1.,  1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='break_image', opacity=1.0, ori=0.0, pos=array([ 0.,  0.]), size=array([ 0.5,  0.5]), texRes=128, units='pix', win=Window(...))
6.9332 	EXP 	Created End_Screen = ImageStim(autoLog=True, color=array([ 1.,  1.,  1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, image='Instructions/finished.png', interpolate=True, mask=None, maskParams=None, name='End_Screen', opacity=1.0, ori=0.0, pos=array([ 0.,  0.]), size=array([1920, 1080]), texRes=128, units='pix', win=Window(...))
8.0496 	EXP 	Created unnamed Circle = Circle(autoDraw=False, autoLog=True, closeShape=True, contrast=1.0, depth=0, fillColor=array([ 1.,  1.,  1.]), fillColorSpace='rgb', fillRGB=array([ 1.,  1.,  1.]), interpolate=True, lineColor=array([ 1.,  1.,  1.]), lineColorSpace='rgb', lineRGB=array([ 1.,  1.,  1.]), lineWidth=1.5, name='unnamed Circle', opacity=1.0, ori=array(0.0), pos=array([ 0.,  0.]), size=array([ 1.,  1.]), units='pix', vertices=ndarray(...), win=Window(...))
8.0532 	EXP 	Created unnamed Circle = Circle(autoDraw=False, autoLog=True, closeShape=True, contrast=1.0, depth=0, fillColor=array([-1., -1., -1.]), fillColorSpace='rgb', fillRGB=array([-1., -1., -1.]), interpolate=True, lineColor=array([-1., -1., -1.]), lineColorSpace='rgb', lineRGB=array([-1., -1., -1.]), lineWidth=1.5, name='unnamed Circle', opacity=1.0, ori=array(0.0), pos=array([ 0.,  0.]), size=array([ 1.,  1.]), units='pix', vertices=ndarray(...), win=Window(...))
8.7730 	EXP 	Created menu_screen = ImageStim(autoLog=True, color=array([ 1.,  1.,  1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, image='Instructions/menu.png', interpolate=True, mask=None, maskParams=None, name='menu_screen', opacity=1.0, ori=0.0, pos=array([ 0.,  0.]), size=array([1920, 1080]), texRes=128, units='pix', win=Window(...))
13.5204 	DATA 	Keypress: o
13.6515 	EXP 	Created menu_screen = ImageStim(autoLog=True, color=array([ 1.,  1.,  1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, image='Instructions/menu.png', interpolate=True, mask=None, maskParams=None, name='menu_screen', opacity=1.0, ori=0.0, pos=array([ 0.,  0.]), size=array([1920, 1080]), texRes=128, units='pix', win=Window(...))
13.6640 	EXP 	Imported procedure\Introduction_list.csv as conditions, 1 conditions, 1 params
13.6642 	EXP 	Created sequence: sequential, trialTypes=1, nReps=1, seed=None
13.7680 	DEBUG 	Using C:/Users/sr38553/Desktop/new task/task/6.7.02.py as origin file
13.7686 	EXP 	New trial (rep=0, index=0): {'Introduction_image': 'inst_1'}
13.9127 	EXP 	task_instr_image: size = array([1920, 1080])
13.9127 	EXP 	task_instr_image: image = 'Instructions/inst_1.png'
13.9127 	EXP 	task_instr_image: autoDraw = True
16.2623 	DATA 	Keypress: return
16.2642 	EXP 	Imported procedure\#set_list.csv as conditions, 3 conditions, 5 params
16.2644 	EXP 	Created sequence: sequential, trialTypes=3, nReps=1, seed=None
16.2652 	DEBUG 	Using C:/Users/sr38553/Desktop/new task/task/6.7.02.py as origin file
16.2658 	EXP 	New trial (rep=0, index=0): {'block_event': 'comp_1', 'order': 0, 'block_display': 'inst_2', 'block_file': 'procedure\\0.csv', 'break_display': 'break'}
16.4122 	EXP 	task_instr_image: autoDraw = False
16.4122 	EXP 	Block_image: size = array([1920, 1080])
16.4122 	EXP 	Block_image: image = 'Instructions/inst_2.png'
16.4122 	EXP 	Block_image: autoDraw = True
16.8040 	DATA 	Keypress: return
16.8872 	EXP 	Block_image: autoDraw = False
16.8872 	EXP 	composite_display: size = array([1024,  768])
16.8872 	EXP 	composite_display: image = 'instructions/comp_1.png'
16.8872 	EXP 	composite_display: autoDraw = True
21.8067 	EXP 	Imported procedure\0.csv as conditions, 4 conditions, 7 params
21.8069 	EXP 	Created sequence: random, trialTypes=4, nReps=1, seed=None
21.8077 	DEBUG 	Using C:/Users/sr38553/Desktop/new task/task/6.7.02.py as origin file
21.8084 	EXP 	New trial (rep=0, index=0): {'valmean': 1.95, 'valence': 'Negative', 'scenestim': '2205.bmp', 'arousal': 'High', 'outliers': 0, 'blocknum': 0, 'arousalmean': 4.5300000000000002}
21.9703 	EXP 	composite_display: autoDraw = False
21.9703 	EXP 	composite_display: autoDraw = False
21.9703 	EXP 	fixation_cross: autoDraw = True
24.0788 	EXP 	fixation_cross: autoDraw = False
24.0788 	EXP 	iaps_display: size = array([1024,  768])
24.0788 	EXP 	iaps_display: image = 'stimulus/2205.bmp'
24.0788 	EXP 	iaps_display: autoDraw = True
25.8871 	EXP 	iaps_cue: size = array([1024,  768])
25.8871 	EXP 	iaps_cue: image = 'green.png'
25.8871 	EXP 	iaps_cue: autoDraw = True
26.0953 	EXP 	iaps_cue: size = array([1024,  768])
26.0953 	EXP 	iaps_cue: image = 'red.png'
26.0953 	EXP 	iaps_cue: autoDraw = True
26.3453 	EXP 	iaps_cue: size = array([1024,  768])
26.3453 	EXP 	iaps_cue: image = 'green.png'
26.3453 	EXP 	iaps_cue: autoDraw = True
26.8451 	EXP 	iaps_cue: size = array([1024,  768])
26.8451 	EXP 	iaps_cue: image = 'blue.png'
26.8451 	EXP 	iaps_cue: autoDraw = True
27.6037 	EXP 	iaps_cue: size = array([1024,  768])
27.6037 	EXP 	iaps_cue: image = 'green.png'
27.6037 	EXP 	iaps_cue: autoDraw = True
28.1038 	EXP 	iaps_cue: size = array([1024,  768])
28.1038 	EXP 	iaps_cue: image = 'blue.png'
28.1038 	EXP 	iaps_cue: autoDraw = True
29.1036 	EXP 	iaps_cue: size = array([1024,  768])
29.1036 	EXP 	iaps_cue: image = 'green.png'
29.1036 	EXP 	iaps_cue: autoDraw = True
29.8535 	EXP 	iaps_cue: size = array([1024,  768])
29.8535 	EXP 	iaps_cue: image = 'blue.png'
29.8535 	EXP 	iaps_cue: autoDraw = True
30.3535 	EXP 	iaps_cue: size = array([1024,  768])
30.3535 	EXP 	iaps_cue: image = 'green.png'
30.3535 	EXP 	iaps_cue: autoDraw = True
30.6035 	EXP 	iaps_cue: size = array([1024,  768])
30.6035 	EXP 	iaps_cue: image = 'red.png'
30.6035 	EXP 	iaps_cue: autoDraw = True
30.8535 	EXP 	iaps_cue: size = array([1024,  768])
30.8535 	EXP 	iaps_cue: image = 'green.png'
30.8535 	EXP 	iaps_cue: autoDraw = True
31.1035 	EXP 	iaps_cue: size = array([1024,  768])
31.1035 	EXP 	iaps_cue: image = 'blue.png'
31.1035 	EXP 	iaps_cue: autoDraw = True
32.1034 	EXP 	iaps_cue: size = array([1024,  768])
32.1034 	EXP 	iaps_cue: image = 'green.png'
32.1034 	EXP 	iaps_cue: autoDraw = True
32.6034 	EXP 	iaps_cue: size = array([1024,  768])
32.6034 	EXP 	iaps_cue: image = 'blue.png'
32.6034 	EXP 	iaps_cue: autoDraw = True
33.6117 	EXP 	iaps_cue: size = array([1024,  768])
33.6117 	EXP 	iaps_cue: image = 'green.png'
33.6117 	EXP 	iaps_cue: autoDraw = True
34.3617 	EXP 	iaps_cue: size = array([1024,  768])
34.3617 	EXP 	iaps_cue: image = 'blue.png'
34.3617 	EXP 	iaps_cue: autoDraw = True
34.8617 	EXP 	iaps_cue: size = array([1024,  768])
34.8617 	EXP 	iaps_cue: image = 'green.png'
34.8617 	EXP 	iaps_cue: autoDraw = True
35.6116 	EXP 	iaps_cue: size = array([1024,  768])
35.6116 	EXP 	iaps_cue: image = 'blue.png'
35.6116 	EXP 	iaps_cue: autoDraw = True
36.6115 	EXP 	iaps_cue: size = array([1024,  768])
36.6115 	EXP 	iaps_cue: image = 'green.png'
36.6115 	EXP 	iaps_cue: autoDraw = True
36.8617 	EXP 	iaps_cue: size = array([1024,  768])
36.8617 	EXP 	iaps_cue: image = 'blue.png'
36.8617 	EXP 	iaps_cue: autoDraw = True
41.8696 	EXP 	iaps_cue: size = array([1024,  768])
41.8696 	EXP 	iaps_cue: image = 'green.png'
41.8696 	EXP 	iaps_cue: autoDraw = True
42.1196 	EXP 	iaps_cue: size = array([1024,  768])
42.1196 	EXP 	iaps_cue: image = 'blue.png'
42.1196 	EXP 	iaps_cue: autoDraw = True
43.6196 	EXP 	iaps_cue: size = array([1024,  768])
43.6196 	EXP 	iaps_cue: image = 'green.png'
43.6196 	EXP 	iaps_cue: autoDraw = True
43.8612 	EXP 	iaps_display: autoDraw = False
43.8612 	EXP 	iaps_cue: autoDraw = False
43.8612 	EXP 	blank: autoDraw = True
46.7091 	EXP 	New trial (rep=0, index=1): {'valmean': 6.8799999999999999, 'valence': 'Positive', 'scenestim': '2655.bmp', 'arousal': 'High', 'outliers': 0, 'blocknum': 0, 'arousalmean': 4.5700000000000003}
46.8942 	EXP 	iaps_display: autoDraw = False
46.8942 	EXP 	iaps_cue: autoDraw = False
46.8942 	EXP 	blank: autoDraw = False
46.8942 	EXP 	fixation_cross: autoDraw = True
48.9775 	EXP 	fixation_cross: autoDraw = False
48.9775 	EXP 	iaps_display: size = array([826, 768])
48.9775 	EXP 	iaps_display: image = 'stimulus/2655.bmp'
48.9775 	EXP 	iaps_display: autoDraw = True
50.7776 	EXP 	iaps_cue: size = array([826, 768])
50.7776 	EXP 	iaps_cue: image = 'red.png'
50.7776 	EXP 	iaps_cue: autoDraw = True
52.7526 	EXP 	iaps_cue: size = array([826, 768])
52.7526 	EXP 	iaps_cue: image = 'green.png'
52.7526 	EXP 	iaps_cue: autoDraw = True
53.0027 	EXP 	iaps_cue: size = array([826, 768])
53.0027 	EXP 	iaps_cue: image = 'blue.png'
53.0027 	EXP 	iaps_cue: autoDraw = True
53.2526 	EXP 	iaps_cue: size = array([826, 768])
53.2526 	EXP 	iaps_cue: image = 'green.png'
53.2526 	EXP 	iaps_cue: autoDraw = True
53.7526 	EXP 	iaps_cue: size = array([826, 768])
53.7526 	EXP 	iaps_cue: image = 'red.png'
53.7526 	EXP 	iaps_cue: autoDraw = True
66.0187 	EXP 	iaps_cue: size = array([826, 768])
66.0187 	EXP 	iaps_cue: image = 'green.png'
66.0187 	EXP 	iaps_cue: autoDraw = True
66.2687 	EXP 	iaps_cue: size = array([826, 768])
66.2687 	EXP 	iaps_cue: image = 'red.png'
66.2687 	EXP 	iaps_cue: autoDraw = True
68.7686 	EXP 	iaps_display: autoDraw = False
68.7686 	EXP 	iaps_cue: autoDraw = False
68.7686 	EXP 	blank: autoDraw = True
71.6101 	EXP 	New trial (rep=0, index=2): {'valmean': 3.3399999999999999, 'valence': 'Negative', 'scenestim': '2120.bmp', 'arousal': 'High', 'outliers': 0, 'blocknum': 0, 'arousalmean': 5.1799999999999997}
71.7847 	EXP 	iaps_display: autoDraw = False
71.7847 	EXP 	iaps_cue: autoDraw = False
71.7847 	EXP 	blank: autoDraw = False
71.7847 	EXP 	fixation_cross: autoDraw = True
73.8847 	EXP 	fixation_cross: autoDraw = False
73.8847 	EXP 	iaps_display: size = array([1024,  768])
73.8847 	EXP 	iaps_display: image = 'stimulus/2120.bmp'
73.8847 	EXP 	iaps_display: autoDraw = True
75.6933 	EXP 	iaps_cue: size = array([1024,  768])
75.6933 	EXP 	iaps_cue: image = 'blue.png'
75.6933 	EXP 	iaps_cue: autoDraw = True
77.4014 	EXP 	iaps_cue: size = array([1024,  768])
77.4014 	EXP 	iaps_cue: image = 'green.png'
77.4014 	EXP 	iaps_cue: autoDraw = True
77.9014 	EXP 	iaps_cue: size = array([1024,  768])
77.9014 	EXP 	iaps_cue: image = 'blue.png'
77.9014 	EXP 	iaps_cue: autoDraw = True
79.1513 	EXP 	iaps_cue: size = array([1024,  768])
79.1513 	EXP 	iaps_cue: image = 'green.png'
79.1513 	EXP 	iaps_cue: autoDraw = True
79.6513 	EXP 	iaps_cue: size = array([1024,  768])
79.6513 	EXP 	iaps_cue: image = 'blue.png'
79.6513 	EXP 	iaps_cue: autoDraw = True
81.1596 	EXP 	iaps_cue: size = array([1024,  768])
81.1596 	EXP 	iaps_cue: image = 'green.png'
81.1596 	EXP 	iaps_cue: autoDraw = True
81.6595 	EXP 	iaps_cue: size = array([1024,  768])
81.6595 	EXP 	iaps_cue: image = 'blue.png'
81.6595 	EXP 	iaps_cue: autoDraw = True
87.4176 	EXP 	iaps_cue: size = array([1024,  768])
87.4176 	EXP 	iaps_cue: image = 'green.png'
87.4176 	EXP 	iaps_cue: autoDraw = True
87.9176 	EXP 	iaps_cue: size = array([1024,  768])
87.9176 	EXP 	iaps_cue: image = 'blue.png'
87.9176 	EXP 	iaps_cue: autoDraw = True
92.9258 	EXP 	iaps_cue: size = array([1024,  768])
92.9258 	EXP 	iaps_cue: image = 'green.png'
92.9258 	EXP 	iaps_cue: autoDraw = True
93.4257 	EXP 	iaps_cue: size = array([1024,  768])
93.4257 	EXP 	iaps_cue: image = 'blue.png'
93.4257 	EXP 	iaps_cue: autoDraw = True
93.6673 	EXP 	iaps_display: autoDraw = False
93.6673 	EXP 	iaps_cue: autoDraw = False
93.6673 	EXP 	blank: autoDraw = True
96.5181 	EXP 	New trial (rep=0, index=3): {'valmean': 6.71, 'valence': 'Positive', 'scenestim': '2030.bmp', 'arousal': 'High', 'outliers': 0, 'blocknum': 0, 'arousalmean': 4.54}
96.6753 	EXP 	iaps_display: autoDraw = False
96.6753 	EXP 	iaps_cue: autoDraw = False
96.6753 	EXP 	blank: autoDraw = False
96.6753 	EXP 	fixation_cross: autoDraw = True
98.7919 	EXP 	fixation_cross: autoDraw = False
98.7919 	EXP 	iaps_display: size = array([1024,  768])
98.7919 	EXP 	iaps_display: image = 'stimulus/2030.bmp'
98.7919 	EXP 	iaps_display: autoDraw = True
100.5672 	EXP 	iaps_cue: size = array([1024,  768])
100.5672 	EXP 	iaps_cue: image = 'blue.png'
100.5672 	EXP 	iaps_cue: autoDraw = True
102.5671 	EXP 	iaps_cue: size = array([1024,  768])
102.5671 	EXP 	iaps_cue: image = 'green.png'
102.5671 	EXP 	iaps_cue: autoDraw = True
102.8170 	EXP 	iaps_cue: size = array([1024,  768])
102.8170 	EXP 	iaps_cue: image = 'red.png'
102.8170 	EXP 	iaps_cue: autoDraw = True
103.0670 	EXP 	iaps_cue: size = array([1024,  768])
103.0670 	EXP 	iaps_cue: image = 'green.png'
103.0670 	EXP 	iaps_cue: autoDraw = True
103.3171 	EXP 	iaps_cue: size = array([1024,  768])
103.3171 	EXP 	iaps_cue: image = 'blue.png'
103.3171 	EXP 	iaps_cue: autoDraw = True
106.0669 	EXP 	iaps_cue: size = array([1024,  768])
106.0669 	EXP 	iaps_cue: image = 'green.png'
106.0669 	EXP 	iaps_cue: autoDraw = True
106.3169 	EXP 	iaps_cue: size = array([1024,  768])
106.3169 	EXP 	iaps_cue: image = 'red.png'
106.3169 	EXP 	iaps_cue: autoDraw = True
106.5669 	EXP 	iaps_cue: size = array([1024,  768])
106.5669 	EXP 	iaps_cue: image = 'green.png'
106.5669 	EXP 	iaps_cue: autoDraw = True
106.8169 	EXP 	iaps_cue: size = array([1024,  768])
106.8169 	EXP 	iaps_cue: image = 'blue.png'
106.8169 	EXP 	iaps_cue: autoDraw = True
109.0751 	EXP 	iaps_cue: size = array([1024,  768])
109.0751 	EXP 	iaps_cue: image = 'green.png'
109.0751 	EXP 	iaps_cue: autoDraw = True
109.8251 	EXP 	iaps_cue: size = array([1024,  768])
109.8251 	EXP 	iaps_cue: image = 'blue.png'
109.8251 	EXP 	iaps_cue: autoDraw = True
110.5750 	EXP 	iaps_cue: size = array([1024,  768])
110.5750 	EXP 	iaps_cue: image = 'green.png'
110.5750 	EXP 	iaps_cue: autoDraw = True
111.0750 	EXP 	iaps_cue: size = array([1024,  768])
111.0750 	EXP 	iaps_cue: image = 'blue.png'
111.0750 	EXP 	iaps_cue: autoDraw = True
112.0750 	EXP 	iaps_cue: size = array([1024,  768])
112.0750 	EXP 	iaps_cue: image = 'green.png'
112.0750 	EXP 	iaps_cue: autoDraw = True
112.8249 	EXP 	iaps_cue: size = array([1024,  768])
112.8249 	EXP 	iaps_cue: image = 'blue.png'
112.8249 	EXP 	iaps_cue: autoDraw = True
114.0749 	EXP 	iaps_cue: size = array([1024,  768])
114.0749 	EXP 	iaps_cue: image = 'green.png'
114.0749 	EXP 	iaps_cue: autoDraw = True
114.5832 	EXP 	iaps_cue: size = array([1024,  768])
114.5832 	EXP 	iaps_cue: image = 'blue.png'
114.5832 	EXP 	iaps_cue: autoDraw = True
116.3331 	EXP 	iaps_cue: size = array([1024,  768])
116.3331 	EXP 	iaps_cue: image = 'green.png'
116.3331 	EXP 	iaps_cue: autoDraw = True
116.5831 	EXP 	iaps_cue: size = array([1024,  768])
116.5831 	EXP 	iaps_cue: image = 'red.png'
116.5831 	EXP 	iaps_cue: autoDraw = True
116.8331 	EXP 	iaps_cue: size = array([1024,  768])
116.8331 	EXP 	iaps_cue: image = 'blue.png'
116.8331 	EXP 	iaps_cue: autoDraw = True
118.0830 	EXP 	iaps_cue: size = array([1024,  768])
118.0830 	EXP 	iaps_cue: image = 'red.png'
118.0830 	EXP 	iaps_cue: autoDraw = True
118.5747 	EXP 	iaps_display: autoDraw = False
118.5747 	EXP 	iaps_cue: autoDraw = False
118.5747 	EXP 	blank: autoDraw = True
121.4112 	EXP 	Created sequence: random, trialTypes=1, nReps=1, seed=None
121.4120 	DEBUG 	Using C:/Users/sr38553/Desktop/new task/task/6.7.02.py as origin file
121.4125 	EXP 	New trial (rep=0, index=0): None
121.5576 	EXP 	iaps_display: autoDraw = False
121.5576 	EXP 	iaps_cue: autoDraw = False
121.5576 	EXP 	blank: autoDraw = False
121.5576 	EXP 	break_image: size = array([1920, 1080])
121.5576 	EXP 	break_image: image = 'Instructions/break.png'
121.5576 	EXP 	break_image: autoDraw = True
122.3076 	DATA 	Keypress: space
122.3083 	EXP 	New trial (rep=0, index=1): {'block_event': 'comp_2', 'order': 1, 'block_display': 'cont_inst', 'block_file': 'procedure\\1.csv', 'break_display': 'break'}
122.3491 	EXP 	break_image: autoDraw = False
122.3491 	EXP 	Block_image: size = array([1920, 1080])
122.3491 	EXP 	Block_image: image = 'Instructions/cont_inst.png'
122.3491 	EXP 	Block_image: autoDraw = True
122.6409 	DATA 	Keypress: space
122.6824 	EXP 	Block_image: autoDraw = False
122.6824 	EXP 	composite_display: size = array([1024,  768])
122.6824 	EXP 	composite_display: image = 'instructions/comp_2.png'
122.6824 	EXP 	composite_display: autoDraw = True
127.6415 	DATA 	Keypress: escape
127.6416 	DATA 	Keypress: lwindows
